.,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP
.,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d
Distance (um),unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized
3506.40,15.75,0.15,24.22,0.20,43.68,0.33,73.24,0.52,80.42,0.58,4.67,0.25,7.78,0.23,10.71,0.28,28.44,0.61,29.93,0.66
3510.20,13.70,0.13,21.97,0.18,42.14,0.31,76.37,0.55,82.55,0.60,4.91,0.28,7.58,0.22,11.05,0.29,27.05,0.58,31.14,0.69
3514.00,10.68,0.10,22.66,0.19,41.88,0.31,75.86,0.54,86.85,0.63,5.15,0.30,7.48,0.21,11.09,0.29,27.01,0.58,30.57,0.68
3517.80,10.52,0.10,22.25,0.18,41.26,0.31,77.18,0.55,90.24,0.66,4.91,0.28,7.46,0.21,11.01,0.29,27.39,0.59,29.27,0.65
3521.50,12.02,0.12,21.48,0.18,41.08,0.30,78.11,0.56,88.82,0.65,4.87,0.27,7.64,0.22,11.50,0.31,27.30,0.58,29.67,0.66
3525.30,13.31,0.13,23.86,0.20,40.53,0.30,82.23,0.60,88.38,0.65,5.09,0.30,7.90,0.23,13.21,0.38,27.88,0.60,27.63,0.60
3529.10,13.68,0.13,24.07,0.20,43.01,0.32,86.96,0.63,85.86,0.62,5.01,0.29,7.67,0.22,15.04,0.45,29.58,0.64,28.64,0.63
3532.80,13.12,0.13,24.59,0.20,44.61,0.33,86.46,0.63,89.03,0.65,4.80,0.27,7.45,0.21,15.52,0.47,29.41,0.64,30.42,0.67
3536.60,12.61,0.12,23.21,0.19,43.16,0.32,84.90,0.62,91.54,0.67,4.80,0.27,7.19,0.20,15.67,0.48,28.69,0.62,32.20,0.72
3540.40,13.44,0.13,22.93,0.19,44.42,0.33,86.39,0.63,88.38,0.65,4.96,0.28,7.42,0.21,15.55,0.47,28.27,0.61,32.82,0.73
3544.20,13.30,0.13,23.36,0.19,43.43,0.32,86.58,0.63,86.32,0.63,4.90,0.28,7.27,0.21,15.52,0.47,28.09,0.60,34.46,0.77
3547.90,14.53,0.14,21.77,0.18,41.90,0.31,83.04,0.60,83.05,0.60,4.62,0.25,7.63,0.22,16.15,0.49,30.25,0.66,36.31,0.82
3551.70,14.90,0.14,21.80,0.18,43.34,0.32,77.02,0.55,85.04,0.62,4.51,0.24,7.73,0.23,15.80,0.48,30.09,0.65,36.70,0.83
3555.50,14.67,0.14,23.08,0.19,41.46,0.31,73.77,0.53,81.54,0.59,4.48,0.24,7.62,0.22,16.30,0.50,30.85,0.67,36.08,0.81
3559.30,13.37,0.13,20.06,0.16,41.97,0.31,72.84,0.52,81.87,0.59,4.52,0.24,7.63,0.22,17.72,0.56,30.26,0.66,34.18,0.77
3563.00,12.13,0.12,19.37,0.16,45.19,0.34,70.83,0.50,83.44,0.60,4.56,0.24,7.63,0.22,17.54,0.55,29.89,0.65,33.63,0.75
3566.80,11.20,0.11,20.92,0.17,48.96,0.37,69.95,0.49,84.68,0.61,4.56,0.24,7.55,0.22,17.97,0.57,30.80,0.67,32.27,0.72
3570.60,10.17,0.10,21.63,0.18,48.29,0.37,72.05,0.51,78.54,0.56,4.49,0.24,7.71,0.22,18.65,0.59,29.98,0.65,31.67,0.70
3574.40,10.51,0.10,19.61,0.16,45.47,0.34,73.80,0.53,78.20,0.56,4.44,0.23,7.57,0.22,17.67,0.55,29.02,0.63,30.19,0.67
3578.10,11.56,0.11,19.66,0.16,43.57,0.33,70.65,0.50,79.79,0.57,4.73,0.26,7.39,0.21,16.78,0.52,28.28,0.61,29.77,0.66
3581.90,12.24,0.12,20.99,0.17,44.87,0.34,64.50,0.45,80.62,0.58,4.82,0.27,7.69,0.22,16.58,0.51,28.21,0.61,30.64,0.68
3585.70,10.95,0.11,22.73,0.19,47.85,0.36,64.02,0.44,81.58,0.59,5.04,0.29,7.70,0.22,16.92,0.52,27.39,0.59,30.82,0.68
3589.50,11.22,0.11,22.29,0.18,49.26,0.37,63.42,0.44,82.28,0.59,5.23,0.31,7.75,0.23,15.91,0.48,25.55,0.54,29.44,0.65
3593.20,10.80,0.10,22.35,0.18,49.53,0.38,64.96,0.45,82.09,0.59,5.47,0.33,8.09,0.24,14.98,0.45,23.49,0.49,29.81,0.66
3597.00,10.45,0.10,22.45,0.18,46.92,0.35,65.98,0.46,81.48,0.59,5.54,0.34,8.60,0.27,14.83,0.44,22.69,0.47,30.12,0.67
3600.80,10.85,0.10,23.32,0.19,48.48,0.37,65.21,0.45,81.47,0.59,5.25,0.31,8.04,0.24,14.58,0.43,22.95,0.47,30.05,0.66
3604.60,11.00,0.11,23.34,0.19,48.90,0.37,69.66,0.49,81.21,0.59,5.16,0.30,7.70,0.22,15.14,0.45,23.82,0.50,30.89,0.69
3608.30,10.61,0.10,24.28,0.20,48.02,0.36,72.04,0.51,80.26,0.58,5.02,0.29,7.34,0.21,15.68,0.48,25.08,0.53,31.89,0.71
3612.10,9.99,0.10,25.10,0.21,50.86,0.39,74.27,0.53,78.66,0.56,4.78,0.27,7.39,0.21,15.98,0.49,25.99,0.55,31.76,0.71
3615.90,10.33,0.10,24.52,0.20,49.38,0.37,73.51,0.52,77.71,0.56,4.89,0.28,7.29,0.21,15.60,0.47,26.59,0.57,31.64,0.70
3619.70,9.73,0.09,23.98,0.20,46.99,0.35,72.66,0.52,77.16,0.55,4.88,0.28,6.95,0.19,14.71,0.44,25.52,0.54,31.52,0.70
3623.40,9.91,0.10,23.63,0.20,47.38,0.36,74.23,0.53,74.33,0.53,4.91,0.28,6.67,0.18,14.91,0.45,25.82,0.55,30.18,0.67
3627.20,9.22,0.09,26.31,0.22,47.16,0.36,77.03,0.55,74.19,0.53,4.97,0.28,7.20,0.20,15.73,0.48,27.48,0.59,30.92,0.69
3631.00,9.84,0.09,26.81,0.22,46.05,0.35,78.74,0.57,72.49,0.51,4.95,0.28,7.21,0.20,16.39,0.50,28.84,0.62,31.35,0.70
3634.80,11.22,0.11,27.74,0.23,46.96,0.35,78.31,0.56,76.69,0.55,4.90,0.28,7.54,0.22,16.68,0.52,31.16,0.68,33.04,0.74
3638.50,10.92,0.11,27.50,0.23,47.47,0.36,80.55,0.58,75.59,0.54,4.68,0.26,7.76,0.23,16.44,0.51,31.22,0.68,36.61,0.83
3642.30,9.66,0.09,26.12,0.22,47.48,0.36,77.87,0.56,77.05,0.55,4.44,0.23,7.45,0.21,15.26,0.46,29.88,0.65,37.80,0.86
3646.10,9.67,0.09,24.75,0.20,43.24,0.32,74.73,0.53,78.21,0.56,4.61,0.25,7.21,0.20,14.66,0.44,28.80,0.62,36.43,0.82
3649.90,10.51,0.10,23.91,0.20,47.11,0.36,77.98,0.56,73.84,0.52,4.72,0.26,7.31,0.21,13.75,0.40,29.72,0.65,36.20,0.82
3653.60,12.02,0.12,22.90,0.19,45.17,0.34,72.41,0.51,72.25,0.51,4.51,0.24,7.14,0.20,13.55,0.39,31.93,0.70,36.49,0.82
3657.40,11.42,0.11,22.78,0.19,43.59,0.33,68.06,0.48,70.51,0.50,4.57,0.25,7.26,0.20,13.75,0.40,33.49,0.74,35.75,0.81
3661.20,10.57,0.10,21.85,0.18,40.89,0.30,68.08,0.48,71.25,0.50,4.87,0.27,7.40,0.21,13.41,0.39,32.95,0.73,34.23,0.77
3665.00,10.86,0.10,21.28,0.17,40.67,0.30,67.92,0.48,73.08,0.52,4.78,0.27,7.62,0.22,13.24,0.38,32.55,0.72,34.82,0.78
3668.70,10.60,0.10,20.29,0.17,39.79,0.29,67.25,0.47,74.76,0.53,4.57,0.25,7.58,0.22,12.94,0.37,32.98,0.73,34.77,0.78
3672.50,9.36,0.09,18.50,0.15,38.11,0.28,67.13,0.47,73.69,0.52,4.74,0.26,7.39,0.21,12.26,0.34,32.82,0.72,34.97,0.79
3676.30,8.32,0.08,18.13,0.15,34.60,0.25,67.28,0.47,76.12,0.54,4.96,0.28,7.47,0.21,12.29,0.34,32.97,0.73,35.80,0.81
3680.00,6.63,0.06,17.25,0.14,31.94,0.23,67.73,0.48,79.97,0.57,4.75,0.26,7.32,0.21,12.47,0.35,33.31,0.74,36.69,0.83
3683.80,5.30,0.05,16.65,0.13,32.85,0.24,69.76,0.49,78.79,0.57,4.62,0.25,7.19,0.20,13.07,0.37,32.22,0.71,36.26,0.82
3687.60,4.39,0.04,15.02,0.12,33.17,0.24,72.88,0.52,73.56,0.52,4.76,0.26,7.42,0.21,13.43,0.39,30.60,0.67,34.61,0.78
3691.40,3.79,0.04,14.21,0.11,33.90,0.24,72.78,0.52,72.05,0.51,4.67,0.25,7.54,0.22,13.71,0.40,30.31,0.66,34.42,0.77
3695.10,3.66,0.03,13.71,0.11,37.49,0.27,69.20,0.49,70.39,0.49,4.44,0.23,7.21,0.20,14.25,0.42,28.93,0.63,32.58,0.73
3698.90,4.09,0.04,12.37,0.10,39.25,0.29,63.09,0.44,63.91,0.44,4.44,0.23,7.68,0.22,14.33,0.42,26.90,0.57,31.23,0.69
3702.70,4.47,0.04,10.85,0.08,37.79,0.28,59.14,0.40,60.95,0.42,4.86,0.27,7.47,0.21,15.16,0.45,23.74,0.49,30.64,0.68
3706.50,4.17,0.04,10.17,0.08,34.76,0.25,59.49,0.41,58.87,0.40,5.74,0.36,7.56,0.22,16.44,0.51,23.10,0.48,32.63,0.73
3710.20,4.54,0.04,10.21,0.08,33.48,0.24,58.78,0.40,57.48,0.39,6.30,0.41,8.21,0.25,16.90,0.52,24.67,0.52,33.14,0.74
3714.00,5.95,0.06,9.96,0.08,34.41,0.25,61.25,0.42,54.81,0.36,6.50,0.43,8.62,0.27,18.11,0.57,26.03,0.55,34.73,0.78
3717.80,7.16,0.07,9.60,0.07,35.80,0.26,64.22,0.45,57.94,0.39,6.18,0.40,8.38,0.26,19.72,0.64,26.68,0.57,36.58,0.83
3721.60,8.49,0.08,9.20,0.07,38.38,0.28,65.76,0.46,62.62,0.43,5.47,0.33,8.31,0.25,20.38,0.66,28.13,0.60,38.40,0.87
3725.30,9.72,0.09,10.49,0.08,40.59,0.30,63.95,0.44,68.81,0.48,4.97,0.28,8.05,0.24,21.56,0.71,27.06,0.58,38.70,0.88
3729.10,9.99,0.10,13.18,0.10,45.01,0.34,62.68,0.43,73.23,0.52,4.72,0.26,8.47,0.26,21.62,0.71,27.04,0.58,37.03,0.84
3732.90,10.51,0.10,15.08,0.12,47.82,0.36,61.41,0.42,71.69,0.51,4.57,0.25,9.11,0.29,20.77,0.68,26.78,0.57,35.88,0.81
3736.70,12.38,0.12,15.76,0.13,49.81,0.38,59.88,0.41,72.94,0.52,4.36,0.23,8.58,0.26,19.59,0.63,27.29,0.58,35.99,0.81
3740.40,14.61,0.14,15.92,0.13,52.54,0.40,58.77,0.40,74.48,0.53,4.47,0.24,8.06,0.24,19.16,0.61,26.44,0.56,39.63,0.90
3744.20,15.80,0.15,15.47,0.12,53.84,0.41,59.63,0.41,72.23,0.51,4.82,0.27,8.15,0.24,17.55,0.55,27.88,0.60,38.99,0.89
3748.00,15.90,0.15,14.82,0.12,51.69,0.39,60.01,0.41,69.47,0.49,4.78,0.27,8.48,0.26,17.46,0.55,31.25,0.68,37.69,0.85
3751.80,15.72,0.15,15.72,0.13,49.31,0.37,61.17,0.42,67.77,0.47,5.05,0.29,8.81,0.27,17.15,0.53,31.38,0.69,36.41,0.82
3755.50,14.60,0.14,18.98,0.15,47.90,0.36,61.42,0.42,65.57,0.45,5.60,0.34,8.44,0.26,16.44,0.51,31.68,0.70,37.18,0.84
3759.30,14.44,0.14,20.00,0.16,44.41,0.33,63.89,0.44,61.86,0.42,5.77,0.36,7.47,0.21,16.85,0.52,32.34,0.71,36.40,0.82
3763.10,13.23,0.13,17.51,0.14,40.00,0.30,64.10,0.45,57.10,0.38,5.71,0.36,7.75,0.23,17.09,0.53,32.51,0.72,37.24,0.84
3766.90,12.92,0.12,14.19,0.11,34.77,0.25,63.15,0.44,52.44,0.34,5.01,0.29,8.65,0.27,17.30,0.54,31.06,0.68,37.81,0.86
3770.60,12.71,0.12,12.98,0.10,32.64,0.23,63.86,0.44,50.40,0.33,4.56,0.24,8.54,0.26,18.29,0.58,29.17,0.63,34.64,0.78
3774.40,11.86,0.11,11.28,0.09,30.72,0.22,61.34,0.42,46.91,0.30,4.39,0.23,8.53,0.26,18.54,0.59,28.50,0.61,31.78,0.71
3778.20,12.25,0.12,9.53,0.07,31.40,0.22,57.35,0.39,47.40,0.30,4.37,0.23,8.12,0.24,18.17,0.57,28.97,0.63,29.46,0.65
3782.00,12.91,0.12,8.16,0.06,32.61,0.23,56.46,0.38,50.24,0.33,4.62,0.25,7.28,0.21,16.71,0.52,29.16,0.63,26.00,0.56
3785.70,13.55,0.13,7.99,0.06,31.62,0.23,56.42,0.38,54.53,0.36,4.61,0.25,7.20,0.20,14.96,0.45,27.89,0.60,26.81,0.58
3789.50,13.62,0.13,8.04,0.06,29.16,0.20,55.61,0.37,57.48,0.39,4.56,0.24,7.30,0.21,14.56,0.43,27.45,0.59,28.62,0.63
3793.30,12.84,0.12,8.98,0.07,28.24,0.20,55.80,0.38,58.55,0.40,4.48,0.24,7.05,0.20,14.46,0.43,28.28,0.61,30.14,0.67
3797.10,11.04,0.11,9.59,0.07,28.04,0.20,55.46,0.37,57.38,0.39,4.42,0.23,7.05,0.19,13.88,0.40,27.96,0.60,32.34,0.72
3800.80,9.08,0.09,9.81,0.07,27.30,0.19,53.49,0.36,58.42,0.39,4.38,0.23,7.16,0.20,13.73,0.40,27.13,0.58,31.81,0.71
3804.60,7.37,0.07,9.54,0.07,26.56,0.18,51.54,0.34,57.20,0.38,4.04,0.19,7.19,0.20,14.44,0.43,27.02,0.58,32.01,0.71
3808.40,6.54,0.06,8.94,0.07,25.01,0.17,53.02,0.35,52.41,0.34,4.23,0.21,6.84,0.19,14.48,0.43,28.67,0.62,33.46,0.75
3812.20,7.69,0.07,8.70,0.06,25.97,0.18,51.89,0.34,48.42,0.31,4.24,0.21,6.71,0.18,12.91,0.37,32.31,0.71,33.85,0.76
3815.90,9.07,0.09,8.92,0.07,26.94,0.19,50.00,0.33,44.03,0.27,4.49,0.24,6.72,0.18,13.20,0.38,33.32,0.74,35.10,0.79
3819.70,9.94,0.10,9.49,0.07,30.92,0.22,49.02,0.32,44.96,0.28,4.44,0.23,6.68,0.18,15.03,0.45,31.33,0.69,37.57,0.85
3823.50,10.68,0.10,8.96,0.07,31.66,0.23,49.00,0.32,44.97,0.28,4.51,0.24,6.88,0.19,15.90,0.48,31.08,0.68,38.21,0.87
3827.30,10.72,0.10,8.35,0.06,30.02,0.21,52.46,0.35,46.32,0.29,4.84,0.27,7.02,0.19,15.10,0.45,33.56,0.74,38.03,0.86
3831.00,10.54,0.10,8.44,0.06,27.40,0.19,53.21,0.36,48.97,0.32,4.86,0.27,6.59,0.17,14.64,0.43,35.67,0.80,36.63,0.83
3834.80,9.17,0.09,9.25,0.07,26.41,0.18,56.19,0.38,48.67,0.31,4.87,0.27,6.47,0.17,13.61,0.39,34.67,0.77,36.31,0.82
3838.60,8.97,0.09,9.61,0.07,28.37,0.20,55.36,0.37,49.31,0.32,4.83,0.27,6.92,0.19,14.01,0.41,32.04,0.70,37.26,0.84
3842.30,9.15,0.09,9.27,0.07,30.27,0.21,54.37,0.36,53.28,0.35,4.66,0.25,6.92,0.19,14.68,0.44,30.42,0.66,36.79,0.83
3846.10,7.87,0.08,8.67,0.06,29.58,0.21,53.42,0.36,58.17,0.39,4.80,0.27,7.00,0.19,14.34,0.42,28.22,0.61,34.95,0.79
3849.90,6.58,0.06,7.89,0.06,28.57,0.20,53.02,0.35,62.29,0.43,4.88,0.27,7.36,0.21,13.83,0.40,26.79,0.57,32.48,0.72
3853.70,6.66,0.06,8.34,0.06,26.90,0.19,51.37,0.34,68.94,0.48,4.83,0.27,7.44,0.21,13.14,0.38,26.13,0.55,32.57,0.73
3857.40,6.41,0.06,9.55,0.07,28.57,0.20,48.27,0.31,69.75,0.49,4.62,0.25,7.61,0.22,13.55,0.39,26.98,0.58,33.31,0.75
3861.20,6.81,0.07,10.21,0.08,32.57,0.23,49.31,0.32,71.11,0.50,4.49,0.24,7.31,0.21,13.47,0.39,27.87,0.60,36.70,0.83
3865.00,7.03,0.07,9.42,0.07,37.93,0.28,49.17,0.32,69.51,0.49,4.26,0.22,7.41,0.21,13.70,0.40,28.10,0.60,38.13,0.86
3868.80,8.14,0.08,8.12,0.06,41.64,0.31,50.97,0.34,66.24,0.46,4.39,0.23,6.97,0.19,14.21,0.42,29.20,0.63,38.35,0.87
3872.50,9.47,0.09,7.98,0.06,45.09,0.34,54.28,0.36,65.82,0.46,4.53,0.24,6.95,0.19,15.69,0.48,29.15,0.63,40.56,0.92
3876.30,9.90,0.10,9.21,0.07,44.68,0.33,55.21,0.37,66.44,0.46,4.70,0.26,7.11,0.20,16.49,0.51,30.22,0.66,40.05,0.91
3880.10,10.15,0.10,11.07,0.09,42.57,0.32,55.76,0.38,64.83,0.45,4.88,0.28,7.65,0.22,16.60,0.51,32.61,0.72,37.37,0.85
3883.90,10.73,0.10,12.72,0.10,40.90,0.30,59.39,0.41,63.92,0.44,4.79,0.27,8.27,0.25,15.52,0.47,31.07,0.68,36.55,0.83
3887.60,10.80,0.10,13.41,0.11,37.58,0.28,60.57,0.42,65.85,0.46,4.53,0.24,8.10,0.24,15.10,0.45,32.41,0.71,36.45,0.82
3891.40,10.71,0.10,13.83,0.11,34.07,0.25,60.14,0.41,66.08,0.46,4.59,0.25,7.54,0.22,14.69,0.44,31.87,0.70,38.36,0.87
3895.20,10.32,0.10,14.24,0.11,30.59,0.22,58.22,0.40,67.35,0.47,4.81,0.27,7.68,0.22,13.59,0.39,29.05,0.63,38.81,0.88
3899.00,10.16,0.10,15.53,0.12,28.32,0.20,56.50,0.38,65.43,0.45,4.78,0.27,7.62,0.22,12.93,0.37,27.51,0.59,38.99,0.89
3902.70,10.49,0.10,14.87,0.12,27.69,0.19,55.66,0.38,68.35,0.48,4.63,0.25,7.59,0.22,12.59,0.35,25.60,0.54,40.05,0.91
3906.50,10.01,0.10,12.92,0.10,27.55,0.19,55.72,0.38,70.78,0.50,4.84,0.27,7.41,0.21,12.91,0.37,25.00,0.53,40.45,0.92
3910.30,8.86,0.09,11.42,0.09,27.45,0.19,54.15,0.36,72.80,0.52,4.90,0.28,6.97,0.19,13.96,0.41,25.35,0.53,39.81,0.91
3914.10,8.12,0.08,10.79,0.08,28.42,0.20,51.82,0.34,71.30,0.50,4.91,0.28,6.78,0.18,15.34,0.46,25.45,0.54,41.19,0.94
3917.80,7.91,0.08,10.14,0.08,30.45,0.22,49.26,0.32,71.47,0.50,4.67,0.25,6.93,0.19,15.16,0.46,26.76,0.57,40.68,0.93
3921.60,8.26,0.08,10.71,0.08,32.85,0.24,46.64,0.30,68.74,0.48,4.65,0.25,6.95,0.19,14.86,0.44,27.33,0.58,37.18,0.84
3925.40,9.45,0.09,12.87,0.10,34.67,0.25,44.83,0.29,64.70,0.45,4.76,0.26,7.00,0.19,14.46,0.43,27.33,0.58,37.24,0.84
3929.20,10.04,0.10,14.17,0.11,33.77,0.24,41.39,0.26,63.90,0.44,4.71,0.26,6.85,0.19,14.36,0.42,28.03,0.60,39.68,0.90
3932.90,8.83,0.08,13.34,0.10,33.88,0.24,39.22,0.24,65.22,0.45,4.61,0.25,6.91,0.19,13.82,0.40,26.71,0.57,42.68,0.98
3936.70,7.01,0.07,11.86,0.09,35.41,0.26,43.97,0.28,62.80,0.43,4.58,0.25,6.91,0.19,13.46,0.39,24.35,0.51,43.47,1.00
3940.50,5.92,0.06,11.78,0.09,37.38,0.27,47.31,0.31,60.02,0.41,4.58,0.25,6.86,0.19,14.88,0.44,25.65,0.54,43.62,1.00
3944.30,5.17,0.05,12.86,0.10,34.57,0.25,51.64,0.34,58.72,0.40,4.68,0.26,6.90,0.19,15.04,0.45,27.16,0.58,42.32,0.97
3948.00,6.15,0.06,13.84,0.11,31.77,0.23,55.15,0.37,57.60,0.39,4.51,0.24,7.33,0.21,14.75,0.44,26.79,0.57,40.31,0.92
3951.80,6.77,0.06,14.02,0.11,29.72,0.21,57.64,0.39,58.66,0.40,4.47,0.24,6.73,0.18,14.12,0.41,26.62,0.57,39.16,0.89
3955.60,6.61,0.06,13.69,0.11,29.32,0.21,59.20,0.40,60.13,0.41,4.29,0.22,6.81,0.18,14.23,0.42,28.69,0.62,39.62,0.90
3959.40,6.64,0.06,13.30,0.10,28.52,0.20,59.08,0.40,58.83,0.40,4.25,0.21,6.93,0.19,13.96,0.41,31.04,0.68,40.61,0.93
3963.10,6.98,0.07,13.92,0.11,26.20,0.18,60.92,0.42,58.66,0.40,4.43,0.23,6.96,0.19,13.97,0.41,32.90,0.73,39.64,0.90
3966.90,6.75,0.06,16.40,0.13,25.57,0.17,60.58,0.42,58.49,0.40,4.66,0.25,7.33,0.21,14.50,0.43,32.90,0.73,38.13,0.86
3970.70,6.56,0.06,20.15,0.16,26.87,0.19,56.89,0.39,63.16,0.43,4.88,0.28,7.48,0.21,13.54,0.39,33.23,0.73,37.73,0.85
3974.50,7.19,0.07,20.33,0.17,29.31,0.21,54.08,0.36,65.30,0.45,4.76,0.26,7.41,0.21,12.28,0.34,34.16,0.76,37.58,0.85
3978.20,7.38,0.07,18.90,0.15,31.07,0.22,54.61,0.37,57.94,0.39,4.73,0.26,6.96,0.19,12.42,0.35,34.46,0.77,36.15,0.82
3982.00,5.77,0.06,18.24,0.15,32.03,0.23,56.18,0.38,54.19,0.36,4.69,0.26,6.94,0.19,12.92,0.37,33.84,0.75,36.22,0.82
3985.80,4.48,0.04,16.99,0.14,33.35,0.24,56.30,0.38,54.78,0.36,4.67,0.25,6.76,0.18,14.06,0.41,32.13,0.71,33.53,0.75
3989.60,4.43,0.04,14.90,0.12,35.57,0.26,54.68,0.37,59.03,0.40,4.57,0.25,6.61,0.18,14.93,0.45,28.47,0.61,30.78,0.68
3993.30,4.55,0.04,12.45,0.10,35.05,0.25,51.60,0.34,62.23,0.43,4.53,0.24,6.51,0.17,13.88,0.40,25.81,0.55,30.87,0.69
3997.10,4.71,0.04,12.85,0.10,32.63,0.23,50.51,0.33,61.50,0.42,4.42,0.23,6.28,0.16,13.80,0.40,26.16,0.56,32.28,0.72
4000.90,4.96,0.05,13.75,0.11,31.40,0.22,53.79,0.36,60.18,0.41,4.29,0.22,6.21,0.16,13.52,0.39,27.31,0.58,31.28,0.70
4004.60,6.32,0.06,15.17,0.12,30.01,0.21,58.66,0.40,59.48,0.40,4.46,0.24,6.70,0.18,12.91,0.37,27.77,0.60,31.34,0.70
4008.40,7.58,0.07,15.65,0.13,29.46,0.21,62.75,0.43,59.68,0.41,4.72,0.26,7.22,0.20,12.57,0.35,27.09,0.58,34.25,0.77
4012.20,9.32,0.09,17.04,0.14,28.90,0.20,62.16,0.43,60.03,0.41,4.58,0.25,7.06,0.20,13.04,0.37,28.38,0.61,35.02,0.79
4016.00,9.56,0.09,16.74,0.13,29.66,0.21,60.36,0.41,56.05,0.37,4.78,0.27,6.60,0.17,14.29,0.42,30.39,0.66,35.63,0.80
4019.70,8.66,0.08,15.15,0.12,28.91,0.20,58.95,0.40,53.39,0.35,4.76,0.26,6.11,0.15,14.95,0.45,30.21,0.66,34.46,0.77
4023.50,8.91,0.09,13.65,0.11,27.81,0.19,57.45,0.39,52.38,0.34,4.66,0.25,6.75,0.18,16.12,0.49,28.49,0.61,34.13,0.77
4027.30,8.54,0.08,12.66,0.10,28.65,0.20,57.55,0.39,52.97,0.35,4.44,0.23,7.40,0.21,16.82,0.52,27.17,0.58,34.38,0.77
4031.10,8.35,0.08,12.01,0.09,30.75,0.22,56.70,0.38,54.05,0.36,4.65,0.25,7.28,0.21,17.56,0.55,26.64,0.57,35.99,0.81
4034.80,9.73,0.09,10.83,0.08,33.04,0.24,55.04,0.37,54.93,0.37,4.67,0.26,6.99,0.19,17.05,0.53,26.49,0.56,38.21,0.87
4038.60,9.27,0.09,9.59,0.07,32.22,0.23,53.23,0.36,55.44,0.37,4.63,0.25,7.17,0.20,16.77,0.52,25.64,0.54,35.61,0.80
4042.40,7.43,0.07,9.15,0.07,30.39,0.22,54.17,0.36,54.08,0.36,4.67,0.25,6.73,0.18,15.79,0.48,26.34,0.56,36.20,0.82
4046.20,7.14,0.07,8.87,0.07,27.22,0.19,52.88,0.35,50.60,0.33,4.49,0.24,7.02,0.19,14.21,0.42,25.50,0.54,36.33,0.82
4049.90,6.97,0.07,10.33,0.08,26.72,0.18,50.46,0.33,48.21,0.31,4.24,0.21,6.85,0.19,13.03,0.37,26.61,0.57,35.42,0.80
4053.70,7.67,0.07,11.23,0.09,25.88,0.18,47.23,0.31,50.00,0.32,4.18,0.21,6.94,0.19,13.00,0.37,26.52,0.56,34.38,0.77
4057.50,7.40,0.07,10.26,0.08,25.97,0.18,46.26,0.30,52.14,0.34,4.17,0.21,6.81,0.18,13.16,0.38,25.76,0.54,33.26,0.74
4061.30,7.59,0.07,9.54,0.07,28.11,0.20,46.07,0.30,53.25,0.35,4.29,0.22,6.70,0.18,12.99,0.37,25.72,0.54,32.10,0.72
4065.00,8.46,0.08,8.83,0.07,31.12,0.22,47.16,0.31,53.34,0.35,4.45,0.23,6.25,0.16,13.02,0.37,24.78,0.52,32.10,0.72
4068.80,8.84,0.08,9.00,0.07,31.54,0.22,49.56,0.32,49.52,0.32,4.90,0.28,6.27,0.16,13.22,0.38,25.70,0.54,31.36,0.70
4072.60,8.63,0.08,10.35,0.08,28.30,0.20,51.81,0.34,47.36,0.30,5.67,0.35,6.96,0.19,13.33,0.38,28.27,0.61,31.08,0.69
4076.40,9.30,0.09,10.04,0.08,27.35,0.19,55.24,0.37,50.63,0.33,5.96,0.38,7.20,0.20,12.79,0.36,29.82,0.65,33.85,0.76
4080.10,9.40,0.09,9.99,0.08,26.30,0.18,54.99,0.37,55.59,0.37,5.89,0.37,7.27,0.21,12.15,0.34,30.40,0.66,37.68,0.85
4083.90,10.07,0.10,10.52,0.08,25.73,0.18,56.99,0.39,60.62,0.41,5.74,0.36,7.32,0.21,12.32,0.34,30.63,0.67,38.37,0.87
4087.70,11.20,0.11,10.12,0.08,26.10,0.18,58.11,0.40,65.95,0.46,5.16,0.30,6.92,0.19,12.44,0.35,30.70,0.67,37.79,0.86
4091.50,11.96,0.12,10.38,0.08,27.97,0.19,59.87,0.41,68.94,0.48,5.36,0.32,6.26,0.16,12.41,0.35,29.43,0.64,38.69,0.88
4095.20,12.85,0.12,11.71,0.09,29.01,0.20,59.17,0.40,67.58,0.47,5.50,0.33,6.70,0.18,12.65,0.36,27.67,0.59,38.23,0.87
4099.00,11.98,0.12,12.14,0.09,29.12,0.20,57.34,0.39,64.35,0.44,5.19,0.30,6.87,0.19,11.68,0.32,26.21,0.56,36.67,0.83
4102.80,12.25,0.12,12.48,0.10,31.05,0.22,54.34,0.36,59.05,0.40,5.34,0.32,7.26,0.20,12.43,0.35,24.49,0.51,37.28,0.84
4106.60,11.61,0.11,12.99,0.10,31.61,0.23,55.24,0.37,53.70,0.36,4.90,0.28,7.30,0.21,13.13,0.37,25.50,0.54,37.50,0.85
4110.30,11.14,0.11,13.49,0.11,30.21,0.21,54.36,0.36,52.72,0.35,4.69,0.26,6.82,0.18,11.75,0.32,26.57,0.57,35.71,0.80
